id	chapter	japanese	full_english	glossary_references	notes
completion.00969204	castle_royal	＊「え？　ちがう？<LF><TAB>なんだよ　気をつけろよな。<LF><TAB>ぐうぐう……。	"???: ""Huh? It isn't? Oh, don't do that to me. Zzz..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00969244	castle_royal	＊「むにゃ　むにゃ……<LF><TAB>もう　交代の時間か？	"???: ""Mmm... Is it time to change shifts already?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00969314	castle_royal	＊「おはようございます。<LF><TAB>では　どうぞ　お気をつけて。	"???: ""Good morning. Please take care on your travels."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.0096934c	castle_royal	＊「では　どうぞ　ごゆっくり……。	"???: ""Well then, rest well..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00969370	castle_royal	＊「そうですか。<LF><TAB>休みたい時は　いつでも<LF><TAB>私に　お申しつけ下さいね。	"???: ""I see. Just let me know whenever you'd like to rest."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.009693b8	castle_royal	＊「つらい旅で　おつかれでしょう。<LF><TAB>こちらで　お休みになりますか？	"???: ""You must be tired from your hard journey. Would you like to rest here?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.0096954c	castle_royal	王「もちろん　奥方のネネどのも<LF><TAB>先ほどから　この下の　宴卓の間で<LF><TAB>お待ちですぞ。では　のちほど……。	"King: ""Your wife Tessie is already waiting in the banquet hall below. Until later..."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.009695b4	castle_royal	王「祝典の　じゅんびの間は<LF><TAB>よろしければ　ぜひ　皆の話を<LF><TAB>聞いてあげてくだされ。	"King: ""While we prepare the celebration, please hear what everyone has to say."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00969608	castle_royal	王「城や　城下町の者たちも<LF><TAB>感謝の気持ちを　お伝えしたくて<LF><TAB>うずうず　しているようです。	"King: ""Everyone in the castle and town is eager to express their thanks."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00969664	castle_royal	王「今日は　国をあげての　祝典を<LF><TAB>行いますゆえ　ぜひ　ご列席くだされ。	"King: ""The whole kingdom will celebrate today. Please do join us."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.009696ac	castle_royal	王「おふたりの　勇気ある行動によって<LF><TAB>人びとは　すくわれました。<LF><TAB>心から　礼を　申します。	"King: ""Your brave deeds have saved our people. You have my heartfelt thanks."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00969708	castle_royal	王「よくぞ　無事に　もどられた！<LF><TAB>トルネコどのに　ポポロどの。	"King: ""Torneko, Tipper! Welcome home, safe and sound!"""	torneko,enemy_tipper,role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00969798	castle_royal	兵士長「おふたりとも<LF><TAB>お見それしましたぞ！　あなたがたこそ<LF><TAB>まことの　救世主です！	"Captain: ""I underestimated you both! You truly are our saviors!"""	role.captain	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00969804	castle_royal	大臣「トルネコどの　ご一家のことは<LF><TAB>わが国の歴史として　代々<LF><TAB>語りつがれるでしょう。	"Minister: ""Torneko, your family's deeds will be passed down through our kingdom's history."""	torneko,role.minister	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.0096985c	castle_royal	大臣「本当に　ありがとうございました。	"Minister: ""Thank you so very much."""	role.minister	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00969894	castle_royal	＊「あなたがたこそ　まことの勇者です！<LF><TAB>ありがとうございました！	"???: ""You are true heroes! Thank you!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.009698f0	castle_royal	＊「でも　平和なんだから<LF><TAB>いねむりくらい　いいじゃないですか<LF><TAB>ねえ……。	"???: ""But we're at peace. Surely a little nap won't hurt... Right?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.0096993c	castle_royal	＊「こっくり　こっくり……　はっ！<LF><TAB>いけない！　またしても<LF><TAB>うたたね　しちゃって……	"???: ""...Zzz... Oh! No! I've dozed off again..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00969cec	castle_royal	王「……　さて　せっかくの　料理が<LF><TAB>冷めないうちに　まいりましょう。	"King: ""...Now, let us go before all that fine food gets cold."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00969d34	castle_royal	王「そう　人びとの　幸せの音色<LF><TAB>とでも　言いますかな。	"King: ""Yes... The sound of our people's happiness, perhaps."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00969d6c	castle_royal	王「さきほどから　なにやら　不思議な音が<LF><TAB>聞こえるのじゃよ。　なんというか……	"King: ""I've been hearing a curious sound for a while. How can I describe it...?"""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00969dbc	castle_royal	王「ところで　トルネコどのには<LF><TAB>聞こえますかな？　そら　あの音が。	"King: ""By the way, Torneko, can you hear it? There, that sound."""	torneko,role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
