offset	chapter	english	notes
009D818C	tipper_departure	"Chief: ""Ah, Tipper! Is your journey going well?"""	
009D81C0	tipper_departure	"Chief: ""By then, the long mission of our people of Barinabo should also be at an end."""	
009D8214	tipper_departure	"Chief: ""...you will be able to see the true form of this land of Barinabo, too."""	Continues the preceding page's future condition.
009D825C	tipper_departure	"Chief: ""Truth can sometimes be harsh. When you reach the land far to the north..."""	
009D82B8	tipper_departure	"Chief: ""Fit it into the door of the northern shrine. Then the way to truth will open."""	Descriptive path, not an invented dungeon name or the distinct divine path.
009D8314	tipper_departure	"Chief: ""Use a few items, or discard anything you do not need, then come back."""	
009D836C	tipper_departure	"Chief: ""Hmm? Oh, you cannot carry anything more."""	
009D83AC	tipper_departure	"Chief: ""Now, go. You already have the courage to face the truth."""	
009D8408	tipper_departure	"Chief: ""These are Seabird claws. I'm certain they will serve you well."""	Existing reviewed weapon identity and plural English form.
009D8454	tipper_departure	"Chief: ""And Tipper... Before you leave, I shall give you this weapon, handed down in Barinabo."""	
009D84A8	tipper_departure	"Chief: ""Only with both your powers can you face the darkness that shrouds this world."""	
009D8508	tipper_departure	"Chief: ""But never give up. Keep going, and you will surely reach Torneko."""	
009D856C	tipper_departure	"Chief: ""And Tipper, once you pass through that door, greater hardships will await you."""	
009D85D0	tipper_departure	"Chief: ""Fit it into the door deep inside the northern shrine. Then the way to truth will open."""	
009D8634	tipper_departure	"Chief: ""When the Star of the Gods lights the earth, the Gate of Truth shall open."""	
009D8674	tipper_departure	Tipper obtained the Star of the Gods!	
009D8698	tipper_departure	The chief took out a small, sparkling jewel.	
009D86CC	tipper_departure	"Chief: ""At last, my questions are answered. Very well. I shall give you this Star of the Gods!"""	
009D872C	tipper_departure	"Chief: ""And why the Earth God guided you to this land..."""	
009D8774	tipper_departure	"Chief: ""Why you were put to sleep by evil magic..."""	
009D87A8	tipper_departure	"Chief: ""I see. Since ancient times, that heroic spirit is what evil has hated most."""	
009D8808	tipper_departure	"Chief: ""You wished to protect your parents from that danger, too."""	
009D8854	tipper_departure	"Chief: ""And the reason you decided to travel alone..."""	
009D888C	tipper_departure	"Chief: ""Hmm... So it was as I thought. So young, yet resolved to face the darkness..."""	
009D88F0	tipper_departure	"Chief: ""...foretold that fate. You remember that, don't you?"""	Completes the preceding page about the dream's prophecy.
009D8928	tipper_departure	"Chief: ""But you vaguely recall that dream, of the world shrouded in darkness..."""	Pairs with 009D88F0; retain vague memory, not certainty.
009D896C	tipper_departure	"Chief: ""Hmm, you don't remember much? No wonder, after all you've been through."""	
009D89D0	tipper_departure	"Chief: ""Let me ask plainly. Before you woke from your long sleep, did you dream of a world in darkness?"""	
009D8A3C	tipper_departure	"Chief: ""A fiend who sought to shroud the land in dark mist and offer its despairing people to his master."""	The master is the Demon King identified on the preceding page.
009D8A98	tipper_departure	"Chief: ""Most likely... Hell Justice, the Demon King's servant, whom the god sealed away."""	Do not identify an unstated series villain as the Demon King.
009D8ADC	tipper_departure	"Chief: ""It seems an evil will is returning somewhere in the world."""	
009D8B28	tipper_departure	"Chief: ""Hmm... How can this be? The Sea Dragon's sacred flame, left by the god, has been put out...?"""	
009D8B8C	tipper_departure	"Chief: ""Hmm? What? The path Torneko took has been closed off?"""	
009D8BE0	tipper_departure	"Chief: ""Oh, Tipper, what is wrong? You look pale."""	
009D8CE4	tipper_departure	"???: ""I'm worried about you, Tipper. Please be careful out there."""	
009D8D58	tipper_departure	"???: ""Luckily, we have help. We should be able to restore the village within my lifetime."""	
009D8DC4	tipper_departure	"???: ""I finally made up my mind and came back to rebuild this village."""	
009D8E00	tipper_departure	"???: ""For certain reasons, I was away from here for a long time..."""	
009D8E3C	tipper_departure	"???: ""Hmm, have we met somewhere? I belong to the family of the chief who once ruled this village."""	Do not equate the descendant with the earlier chief; preserve later-state reveal.
009D8EB0	tipper_departure	"???: ""Oh, a traveler? There isn't much here, but please make yourself at home."""	
009E9EE4	barinabo_truth	'Travelers' rest hut. Please come in.'	Exact Japanese repeat of 009A6FBC; independent wording retained.
009E9F18	barinabo_truth	$t read the sign.	
009E9F38	barinabo_truth	But the sign is old, and the writing is hard to read.	
009E9F70	barinabo_truth	It seems to say, 'Rest hut for travelers.'	
009EA120	barinabo_truth	"???: ""O heavens and earth! May the earth's protection be upon this traveler!"""	
009EBFEC	barinabo_truth	"Priest: ""Yet I've never known a place so peaceful to the heart. What once happened in this village?"""	
009EC054	barinabo_truth	"Priest: ""I am a traveling priest. I've walked all over the world with my daughter."""	
009EC0B4	barinabo_truth	"???: ""They say this used to be a village called Barinabo."""	
009EC10C	barinabo_truth	"???: ""Meow..."""	
009EC1A0	barinabo_truth	"???: ""For everyone who died in that storm, I intend to protect this village from now on."""	
009EC1FC	barinabo_truth	"???: ""The sea is peaceful now, and we can send some boats out again."""	
009EC24C	barinabo_truth	"???: ""I came here while searching for Lady Viola and her husband."""	
009EC298	barinabo_truth	"???: ""...I was bedridden for a long time. Then, the other day, my memories suddenly returned."""	
009EC2F4	barinabo_truth	"???: ""We were thrown into the raging sea, and the boat carrying the villagers sank."""	
009EC344	barinabo_truth	"???: ""But then an eerie bolt of lightning struck us. Lady Viola, her husband and I..."""	
009EC3A0	barinabo_truth	"???: ""Lady Viola was worried about me and held me close the whole time."""	
009EC3F0	barinabo_truth	"???: ""I was only a child. All I could do was cling to the base of the mast in terror."""	
009EC450	barinabo_truth	"???: ""My father, a fisherman, ran about the deck trying to protect the boat and everyone aboard."""	
009EC498	barinabo_truth	"???: ""That storm was terrible. It was as if some evil will was trying to destroy us..."""	
009EC508	barinabo_truth	"???: ""Decades ago, the shock of that storm made me ill. I lost my memories for all those years."""	
009F96FC	village_celebration	But the sign is old, and the writing is hard to read.	
009F9734	village_celebration	It seems to say, 'Rest hut for travelers.'	
009F98E4	village_celebration	"???: ""O heavens and earth! May the earth's protection be upon this traveler!"""	
009F99D8	village_celebration	"???: ""It's been so long since I enjoyed a night like this. It brings back distant memories..."""	
009F9A3C	village_celebration	"Chief: ""Perhaps this, too, is divine guidance."""	
009F9A70	village_celebration	"Chief: ""I shall take responsibility for Tipper. Please set your mind at ease."""	
009F9AE4	village_celebration	"Fortune-teller: ""That dream Tipper had troubles me... Though perhaps I'm thinking too much of it."""	
009F9B4C	village_celebration	"Fortune-teller: ""They say to let a beloved child see the world. Still, it took courage to agree."""	Independent rendering of the proverb; retain the parent's difficult decision.
009F9BBC	village_celebration	"Ines: ""Please stay well. We'll pray here for all of you to be safe."""	
009F9C10	village_celebration	"Ines: ""...But it's a happy occasion. I must offer my heartfelt congratulations, too."""	
009F9C6C	village_celebration	"Ines: ""It's rather sad to think this is Torneko and Tessie's last night here."""	
009F9CE8	village_celebration	"Rosa: ""Turns out you're quite a guy. I see you in a whole new light."""	
009F9D2C	village_celebration	"Rosa: ""Back then, I thought you were just some fat old fellow, Torneko."""	
009F9D7C	village_celebration	"Rosa: ""I remember when you and your family washed up in this village, Torneko..."""	
009F9ECC	village_celebration	"???: ""Darling! Take my hand and let's dance. Just like the old days!"""	
009FA020	village_celebration	"???: ""H-hey! Stop that, dear..."""	
009FA144	village_celebration	"???: ""Ooh, my head's spinning! Did I get carried away and drink too much? La la la!"""	Musical note represented by sung wording; no unsupported font glyph.
009FA294	village_celebration	"???: ""Our house looks lovely now, doesn't it? Hee hee. Come on, dance! La la la!"""	
009FA2EC	village_celebration	"???: ""Oh, Torneko! Our house finally has a roof!"""	
009FA34C	village_celebration	"???: ""I wonder if we people of Barinabo were able to help a little."""	
009FA394	village_celebration	"???: ""Torneko has saved his son splendidly."""	
009FA3EC	village_celebration	"???: ""I'm not sleepy yet!"""	
009FA43C	village_celebration	"???: ""Snooore! Snooore!"""	
009FA464	village_celebration	"???: ""Oh, where are you going on a night like this? ...Hic!"""	
009FA4C8	village_celebration	"???: ""It seems to say the truth will reveal itself one day... By the way..."""	
009FA51C	village_celebration	"???: ""I hear it... I hear it... Whose voice could that be?"""	
009FA578	village_celebration	"???: ""Meooow..."""	
009FA8E4	village_celebration	"Chief: ""Now, tonight is a celebration. Relax and enjoy yourselves."""	
009FA934	village_celebration	"Chief: ""Ha ha ha! Torneko, I envy you, having such a dependable son."""	
009FA98C	village_celebration	"Tipper: ""Yeah! ...Oh, yes! I understand."""	Retain self-correction to polite response.
009FA9C0	village_celebration	"Fortune-teller: ""The island where Costa Libera stands is very far away."""	
009FAA10	village_celebration	"Fortune-teller: ""You may not see your parents for a long time, until you finish following your father's path."""	
009FAA7C	village_celebration	"Fortune-teller: ""But Tipper, now that you've decided, there is one thing you mustn't forget."""	
009FAACC	village_celebration	"Tipper: ""Hooray! Thank you, Chief!"""	
009FAB04	village_celebration	"Chief: ""Very well. I shall take responsibility for Tipper's care."""	
009FAB64	village_celebration	"Chief: ""He is Torneko's son, after all."""	
009FAB9C	village_celebration	"Chief: ""Hmm... Perhaps Tipper truly is more than an ordinary child."""	
009FABF8	village_celebration	"Fortune-teller: ""He looks like a little hero to me. Ho ho ho!"""	
009FAC4C	village_celebration	"Fortune-teller: ""Oh, my. After such a brave decision, you still call Tipper just a little child?"""	
009FACB0	village_celebration	"Chief: ""Wait a moment, Torneko! Are you serious? Your son is still so young..."""	
009FAD0C	village_celebration	"Tipper: ""Hooray! I knew you'd understand, Dad!"""	
009FAD34	village_celebration	"Tipper: ""Please? Is it all right?"""	
009FAD50	village_celebration	"Tipper: ""Aww! Please ask him for me. You're always going on adventures yourself, Dad."""	
009FADB8	village_celebration	"Tipper: ""Will you ask the chief too, Dad? Ask if I can stay here?"""	
009FAE14	village_celebration	"Tipper: ""Please, Dad? I want to explore the caves you traveled through."""	
009FAE68	village_celebration	"Tipper: ""That's why I want to travel and work hard like you, Dad, so I can become strong."""	
009FAEB4	village_celebration	"Tipper: ""And I wondered if I have these dreams because I'm a coward."""	
009FAF04	village_celebration	"Tipper: ""Um... I had another strange dream. Everything went dark, and there was thunder..."""	
009FAF68	village_celebration	"Chief: ""What do you wish to do here on your own, Tipper?"""	
009FAFA0	village_celebration	"Chief: ""What? You want to stay in the village? But your parents are going to Costa Libera."""	
009FB000	village_celebration	"Tipper: ""Um... Chief, and Dad... Actually, I'd like to stay in this village..."""	
009FB05C	village_celebration	"Chief: ""Hmm? What is it, Tipper?"""	
009FB088	village_celebration	"Chief: ""It is rather sad to say farewell. Please take care on your journey."""	
009FB0EC	village_celebration	"Chief: ""Your wife told me you're going to the port far to the north. Wonderful news."""	
009FB14C	village_celebration	"Chief: ""Ah, Torneko! Tonight, let us celebrate your family's new beginning!"""	
009FB1A8	village_celebration	"???: ""Ah, the guest of honor has arrived! Come over here!"""	
009FD058	village_celebration	"???: ""With a ship that size, perhaps we would have been safe... Oh, I mean long ago. Ho ho ho."""	
